text,labels
However,3
.,3
 failing to take into account the catastrophic socioeconomic factor would be tantamount to promoting the very context that contributes to the development of fundamentalist ideologies,1
 there is a rule in foreign policy like the one in medicine,1
.,3
",",3
.,3
"Throughout the 1940s, she was still ""mousey"" Norma Jeane",1
",",3
whereas,3
Their battle cry is the Arabic declaration that 'Allah hu Akbar'(Allah is the greatest!),6
"The context of today's struggles is the history of United States' genocide of indigenous peoples and enslavement of African peoples, coupled with exploitation and oppression of immigrant workers",1
.,3
You can also go to jail for using speech to defy the government,1
"That's 82 percent of the year away from family and friends with no access to a telephone, the Internet, or the daily comforts",5
",",3
Let's see Turkey for what it really is.,7
"virtually the entire US intelligence community agrees that Isis, no matter how awful and heinous the group may be, does not imminently threaten the mainland United States",1
they ignore a series of socioeconomic factors that have fuelled the motivations of the actors,1
"As this paper reports, John Middleton, vice-president of the UK Faculty of Public Health, says:""Coca-Cola is the flagship for sugar marketing and therefore the flagship for rotten teeth and diabetes.""",6
The British Occupation in 1917 made it possible to put into action the Balfour Declaration and the plan for building a Jewish homeland at the expense of the Palestinians,1
Later,3
This is religious law,2
",",3
There is a bitter irony that residents of Raqqa have swapped one police state for another,1
"It is just that by the time the men with guns are needed, the radicalisation process has already happened",1
"All empires begin, writes Glubb, with the age of pioneers, followed by ages of conquest, commerce, affluence, intellect and decadence",6
.,3
"Over time, the problem grew so large with ISIL's rise that it became impossible to hide the monster that the US and its allies had created",1
"The call by journalists in Afghanistan echoes international concerns about the need to confront publicity by armed groups such as ISIL, and the attempts in several countries including Britain to block these groups' use of the internet and social media to advertise, publicise and recruit",1
.,3
"""It's about implementing a complete vision, and as important, getting it out to the widest public,"" Hassan declared",6
.,3
.,3
and,3
"that we must continue to demand from our politicians that they listen and act and, by that, safeguard the future of next and current generations on this planet",1
.,3
while,3
They just might not think that this a privilege that they can afford,1
.,3
"The technological revolution at the foundation of the economy - the development of computers, digitisation, automation, and robots - dates from the 1950s",1
It has a genuine interest to secure the lifting of existing sanctions,1
.,3
So what is the Nigerian government doing about it?,1
.,3
The most notable and controversial of these was the establishment of special military courts that would try terror suspects for the next two years,1
"In terms of Russia's longer term goals in Ukraine for 2015 and beyond, there are a number of scenarios that can play out",1
",",3
",",3
 it was shocking,1
.,3
who spent close to,3
Although Rouhani laid out the Iranian strategic perspective and the parameters through which Iran can work and cooperate with the West,0
While,3
Would he and other civil rights leaders dating back to Frederick Douglass be proud of your behavior today?,0
.,3
But it would be a small gesture of solidarity,1
.,3
.,3
We must recognise that it is a mistrust borne of experience with the military's role in Pakistani politics,1
.,3
.,3
It is about exploring the possibilities of human togetherness and relationship,1
What has changed since Obama assumed the presidency?,1
the perpetrators should be forced to pay for the damage they caused,1
",",3
.,3
Of course,3
.,3
The most important general issue she faces is whether to stick with an unalloyed austerity programme that is becoming more and more politically explosive in southern Europe,1
"Israelis have ""extremists.""",1
There are new and interesting reasons to relish the imminent release of Paul Thomas Anderson's fascinating film Inherent Vice,1
.,3
",",3
It's one possible explanation for why we can no longer seem to win wars,1
.,3
"The more drunk we became, the more compelling his violent stories seemed",0
the union has never budged,1
"after Abu Zubaydah had been subjected to 47 days of complete isolation, he was subjected to numerous ""enhanced interrogation techniques"" including physical assaults, stress positions, cramped confinement, white noise, and sleep deprivation ""in varying combinations, 24 hours a day for 17 straight days""",6
"""I'm actually leasing (this house), and my lease runs out in two years. I hope to get my security deposit back,"" said Obama",6
The only way Washington would acquiesce was if the resolution called for an end to the Palestinian occupation of Israel,1
A new year gives Europe a chance to involve itself a new on addressing that most difficult of challenges,1
-,3
"Assistance has been offered by a range of partners including the US, UK, France, Russia and China",0
"Maybe it's the warmth of the directors, all in their 30s: Al Parra, ever ready with schooners of tea; Arnaud Nichols, always enthusing about some engineering project; and Alex Motta, whose cheap gourmet canteen feeds mezze to the local forklift drivers",0
.,3
.,3
.,3
.,3
.,3
.,3
:,3
And the president will go on picking off the next items on the bucket list for the next two years of his term unless Congress decides to stop him,1
.,3
.,3
Terrorists understand the media's need to personalize a tragic story,1
.,3
This higher rate of reporting is true in areas where blacks face higher violent crime rates than whites and also when the reverse is true,1
.,3
Fraternity culture also represents antiquated values about gender,1
