text,label
Sia seemed to apologise for potentially triggering memories of child sex abuse and grooming,assumption
Firstly,no-unit
He said the chaplain did provide a handout with religious resources,testimony
"even as public health issues, supporting improved wellbeing, have disastrously dropped off the agenda, issues such as plain packages for cigarettes, minimum pricing on alcohol and an end to selling sports fields",assumption
Many businesses are not hiring because of ObamaCare's many mandates and new regulations,assumption
"which has never been sufficiently inclusive of ethnic minorities or, particularly in the case of Middle Easterners, fair in its portrayals of them",assumption
but,no-unit
that landed them in a world of trouble with a group of out-of-town atheists,assumption
If,no-unit
It is a damning indictment that the political parties cannot even agree on a format for a series of election debates,assumption
"An effective and joined up political and military strategy led by Iraq's new government must make the residents of Mosul hate the caliphate and, at tremendous risk to themselves, take on ISIL from within rather than allow their city to become yet another Middle East urban graveyard",assumption
yet,no-unit
The masses responded with pious alacrity,assumption
think about this,no-unit
I am not trying to be famous,assumption
For any representation of the divine that leads people to murder each other deserves the maximum possible disrespect,assumption
It is no secret that Pakistani civilian courts have themselves been targets of terror,assumption
"In methodical fashion, SSCI laid out its case through 20 findings and conclusions, followed by detailed supporting chapters tying them all together",anecdote
"Those whose buttons proclaimed""I am not Charlie Hebdo"" were asked by the police to remove them",anecdote
"once that court was established, any matter could be transferred to its jurisdiction",assumption
"When we are not using effective and legal interviewing tactics, we miss information that may be vital to our nation's safety",common-ground
It knows better than any other European country where that leads,assumption
saying they wouldn't start talking until October,testimony
The magazine published the piece and claimed (falsely) that the trumpeter was bowing in prayer towards Mecca,testimony
Yet,no-unit
"But women everywhere are still being actively, physically hurt by the stereotypes that lead people to call them ""sluts""",assumption
"Squished between the Russian, Persian, and Ottoman Empires, this was exactly what the tiny kingdom needed",assumption
"More recently he bragged,""I created the lowest unemployment rate in years.""",testimony
"1,000 on the wearable tech, produced under the Explorer programme",no-unit
It's an unnecessary conflation of two things: support for the right to do something and actually doing the thing,assumption
Russia wanted to exploit the situation in Samtskhe-Javakheti,assumption
instead most people prefer to see racially- mixed teams of officers patrolling their streets,statistics
